📡央视V6👉,#genre#
亚洲卫视,https://play-hsbj.vzan.com/slowlive/821481626725612417/live.m3u8?zbid=2046370057&tpid=330913109&type=0
澳视澳门,http://61.244.22.5/ch1/ch1.live/playelist.m3u8
澳门Macau,http://61.244.22.5/ch3/ch3.live/playelist.m3u8
澳门资讯,http://61.244.22.5/ch5/info_ch5.live/playlist.m3u8
澳门综艺,http://61.244.22.5/ch6/hd_ch6.live/playerlist.m3u8
澳视葡文,http://61.244.22.5/ch2/ch2.live/playelist.m3u8

📡台湾V4👉,#genre#
大爱一台,https://pulltv1.wanfudaluye.com/live/tv1.m3u8
大爱二台,https://pulltv2.wanfudaluye.com/live/tv2.m3u8

公视,http://extraott.com:80/live/7921751389/6097373662/5550.m3u8
民视,http://extraott.com:80/live/7921751389/6097373662/5530.m3u8
中视,http://extraott.com:80/live/7921751389/6097373662/5485.m3u8
台视,http://extraott.com:80/live/7921751389/6097373662/5502.m3u8
华视,http://extraott.com:80/live/7921751389/6097373662/5551.m3u8

台视,rtmp://f13h.mine.nu/sat/tv071
华视,rtmp://f13h.mine.nu/sat/tv111
民视,rtmp://f13h.mine.nu/sat/tv051
中视,rtmp://f13h.mine.nu/sat/tv091

民视,http://tvbox6.icu/tv/tw9.php?id=6
中视,http://tvbox6.icu/tv/tw9.php?id=7
华视,http://tvbox6.icu/tv/tw9.php?id=8

三立台湾,http://extraott.com:80/live/7921751389/6097373662/5505.m3u8
三立都会,http://extraott.com:80/live/7921751389/6097373662/5506.m3u8
纬来体育,http://extraott.com:80/live/7921751389/6097373662/5492.m3u8
TVBS新闻,http://extraott.com:80/live/7921751389/6097373662/5499.m3u8
台视新闻,http://extraott.com:80/live/7921751389/6097373662/5501.m3u8
民视新闻,http://extraott.com:80/live/7921751389/6097373662/5529.m3u8
东森新闻,http://extraott.com:80/live/7921751389/6097373662/5536.m3u8
寰宇新闻,http://extraott.com:80/live/7921751389/6097373662/5523.m3u8
中天新闻,http://extraott.com:80/live/7921751389/6097373662/5553.m3u8
非凡新闻,http://extraott.com:80/live/7921751389/6097373662/5531.m3u8
年代新闻,http://extraott.com:80/live/7921751389/6097373662/5509.m3u8
年代电视,http://extraott.com:80/live/7921751389/6097373662/5508.m3u8
三立戏剧,http://extraott.com:80/live/7921751389/6097373662/5504.m3u8
八大戏剧,http://extraott.com:80/live/7921751389/6097373662/5564.m3u8
爱尔达影剧,http://extraott.com:80/live/7921751389/6097373662/5542.m3u8
东森戏剧,http://extraott.com:80/live/7921751389/6097373662/5538.m3u8
龙华戏剧,http://extraott.com:80/live/7921751389/6097373662/5514.m3u8
纬来戏剧,http://extraott.com:80/live/7921751389/6097373662/5491.m3u8
HBO,http://extraott.com:80/live/7921751389/6097373662/13069.m3u8
HBO,http://extraott.com:80/live/7921751389/6097373662/13070.m3u8
HITS,http://extraott.com:80/live/7921751389/6097373662/13066.m3u8
HITS,http://extraott.com:80/live/7921751389/6097373662/13067.m3u8
HITS,http://extraott.com:80/live/7921751389/6097373662/13065.m3u8
HBO Family,http://extraott.com:80/live/7921751389/6097373662/13063.m3u8
HBO Family,http://extraott.com:80/live/7921751389/6097373662/13064.m3u8
HBO Family,http://extraott.com:80/live/7921751389/6097373662/13062.m3u8
HBO Signature,http://extraott.com:80/live/7921751389/6097373662/38110.m3u8
HBO Signature,http://extraott.com:80/live/7921751389/6097373662/38109.m3u8
HBO Signature,http://extraott.com:80/live/7921751389/6097373662/38111.m3u8
CINEMAX,http://extraott.com:80/live/7921751389/6097373662/13068.m3u8
好莱坞电影,http://extraott.com:80/live/7921751389/6097373662/5526.m3u8
八大第一,http://extraott.com:80/live/7921751389/6097373662/5562.m3u8
八大综合,http://extraott.com:80/live/7921751389/6097373662/5561.m3u8
中天综合,http://extraott.com:80/live/7921751389/6097373662/5552.m3u8
东森超视,http://extraott.com:80/live/7921751389/6097373662/5535.m3u8
东森财经,http://extraott.com:80/live/7921751389/6097373662/5539.m3u8
东森电影,http://extraott.com:80/live/7921751389/6097373662/5537.m3u8
东森洋片,http://extraott.com:80/live/7921751389/6097373662/5534.m3u8
CN卡通,http://extraott.com:80/live/7921751389/6097373662/5510.m3u8
龙华洋片,http://extraott.com:80/live/7921751389/6097373662/5515.m3u8
龙祥时代,http://extraott.com:80/live/7921751389/6097373662/5513.m3u8
美亚电影,http://extraott.com:80/live/7921751389/6097373662/5511.m3u8
纬来日本,http://extraott.com:80/live/7921751389/6097373662/5495.m3u8
纬来育乐,http://extraott.com:80/live/7921751389/6097373662/5494.m3u8
纬来综合,http://extraott.com:80/live/7921751389/6097373662/5490.m3u8
纬来电影,http://extraott.com:80/live/7921751389/6097373662/5493.m3u8
TVBS,http://extraott.com:80/live/7921751389/6097373662/5496.m3u8
TVBS欢乐台,http://extraott.com:80/live/7921751389/6097373662/5497.m3u8
arirang,http://extraott.com:80/live/7921751389/6097373662/5566.m3u8




中天新闻,https://ali.hlspull.yximgs.com/live/ctinews.flv
八大第一,http://61.221.215.25:8800/hls/55/index.m3u8
八大综合,http://61.221.215.25:8800/hls/56/index.m3u8
八大戏剧,http://61.221.215.25:8800/hls/39/index.m3u8
三立戏剧,http://61.221.215.25:8800/hls/41/index.m3u8
AMC电影台,http://61.221.215.25:8800/hls/43/index.m3u8
纬来精采,http://61.221.215.25:8800/hls/48/index.m3u8
探索亚洲,http://61.221.215.25:8800/hls/50/index.m3u8
动物星球,http://61.221.215.25:8800/hls/57/index.m3u8
NHKWORLD,http://61.221.215.25:8800/hls/51/index.m3u8
TVBSNEWS,http://61.221.215.25:8800/hls/9/index.m3u8
DW,http://61.221.215.25:8800/hls/1/index.m3u8

爱尔达体育2台,http://extraott.com:80/live/7921751389/6097373662/5545.m3u8
爱尔达体育3台,http://extraott.com:80/live/7921751389/6097373662/5544.m3u8
博斯魅力,http://extraott.com:80/live/7921751389/6097373662/5558.m3u8
博斯高球1台,http://extraott.com:80/live/7921751389/6097373662/5560.m3u8
博斯高球2台,http://extraott.com:80/live/7921751389/6097373662/5559.m3u8
博斯运动2台,http://extraott.com:80/live/7921751389/6097373662/5557.m3u8


纬来体育,rtmp://f13h.mine.nu/sat/tv721
纬来育乐,rtmp://f13h.mine.nu/sat/tv701
纬来日本,rtmp://f13h.mine.nu/sat/tv771
东森超视,rtmp://f13h.mine.nu/sat/tv331
ELEVEN SPORTS 1,rtmp://f13h.mine.nu/sat/tv731
ELEVEN SPORTS 2,rtmp://f13h.mine.nu/sat/tv741

中视,rtmp://220.130.201.73/sat/tv091
华视,rtmp://220.130.201.73/sat/tv111
台视,rtmp://220.130.201.73/sat/tv071
民视,rtmp://220.130.201.73/sat/tv051
纬来体育,rtmp://220.130.201.73/sat/tv721
纬来育乐,rtmp://220.130.201.73/sat/tv701
纬来日本,rtmp://220.130.201.73/sat/tv771
东森超视,rtmp://220.130.201.73/sat/tv331


📡央视V4👉,#genre#

CCTV-1综合,http://tvbox6.icu/tv/ysp.php?id=1$央视频
CCTV-2财经,http://tvbox6.icu/tv/ysp.php?id=2$央视频
CCTV-3综艺,http://tvbox6.icu/tv/ysp.php?id=3$央视频
CCTV-4中文国际,http://tvbox6.icu/tv/ysp.php?id=4$央视频
CCTV-5体育,http://tvbox6.icu/tv/ysp.php?id=5$央视频
CCTV-6电影,http://mobilelive-ds.ysp.cctv.cn/ysp/2013693901.m3u8$官方频道
CCTV-5+体育赛事,http://tvbox6.icu/tv/ysp.php?id=6$央视频
CCTV-6电影,http://tvbox6.icu/tv/ysp.php?id=7$央视频
CCTV-7国防军事,http://tvbox6.icu/tv/ysp.php?id=9$央视频
CCTV-8电视剧,http://tvbox6.icu/tv/ysp.php?id=10$央视频
CCTV-9纪录,http://tvbox6.icu/tv/ysp.php?id=11$央视频
CCTV-10科教,http://tvbox6.icu/tv/ysp.php?id=12$央视频
CCTV-11戏曲,http://tvbox6.icu/tv/ysp.php?id=13$央视频
CCTV-12社会与法,http://tvbox6.icu/tv/ysp.php?id=14$央视频
CCTV-13新闻,http://tvbox6.icu/tv/ysp.php?id=15$央视频
CCTV-14少儿,http://tvbox6.icu/tv/ysp.php?id=16$央视频
CCTV-15音乐,http://tvbox6.icu/tv/ysp.php?id=17$央视频
CCTV-16奥林匹克,http://tvbox6.icu/tv/ysp.php?id=18$央视频
CCTV-17农业农村,http://tvbox6.icu/tv/ysp.php?id=20$央视频
CCTV-4K超高清,http://tvbox6.icu/tv/ysp.php?id=21$央视频
CCTV-8K超高清,http://tvbox6.icu/tv/ysp.php?id=22$央视频

CCTV-4K超高清,http://tvbox6.icu/tv/cctv4k.m3u8$官方源

CCTV-1综合,http://tvbox6.icu/tv/migu.php?id=cctv1$咪咕1280
CCTV-2财经,http://tvbox6.icu/tv/migu.php?id=cctv2$咪咕1280
CCTV-3综艺,http://tvbox6.icu/tv/migu.php?id=cctv3$咪咕1280
CCTV-4中文国际,http://tvbox6.icu/tv/migu.php?id=cctv4$咪咕1280
CCTV-5体育,http://tvbox6.icu/tv/migu.php?id=cctv5$咪咕1280
CCTV-5+体育赛事,http://tvbox6.icu/tv/migu.php?id=cctv5p$咪咕1280
CCTV-6电影,http://tvbox6.icu/tv/migu.php?id=cctv6$咪咕1280
CCTV-7国防军事,http://tvbox6.icu/tv/migu.php?id=cctv7$咪咕1280
CCTV-8电视剧,http://tvbox6.icu/tv/migu.php?id=cctv8$咪咕1280
CCTV-9纪录,http://tvbox6.icu/tv/migu.php?id=cctv9$咪咕1280
CCTV-10科教,http://tvbox6.icu/tv/migu.php?id=cctv10$咪咕1280
CCTV-11戏曲,http://tvbox6.icu/tv/migu.php?id=cctv11$咪咕1280
CCTV-12社会与法,http://tvbox6.icu/tv/migu.php?id=cctv12$咪咕1280
CCTV-13新闻,http://tvbox6.icu/tv/migu.php?id=cctv13$咪咕1280
CCTV-14少儿,http://tvbox6.icu/tv/migu.php?id=cctv14$咪咕1280
CCTV-15音乐,http://tvbox6.icu/tv/migu.php?id=cctv15$咪咕1280
CCTV-17农业农村,http://tvbox6.icu/tv/migu.php?id=cctv17$咪咕1280



CCTV-1综合,http://tvbox6.icu/tv/zb/cqcucc.php?id=1$重庆联通组播
CCTV-2财经,http://tvbox6.icu/tv/zb/cqcucc.php?id=2$重庆联通组播
CCTV-3综艺,http://tvbox6.icu/tv/zb/cqcucc.php?id=3$重庆联通组播
CCTV-4中文国际,http://tvbox6.icu/tv/zb/cqcucc.php?id=4$重庆联通组播
CCTV-5体育,http://tvbox6.icu/tv/zb/cqcucc.php?id=5$重庆联通组播
CCTV-5+体育赛事,http://tvbox6.icu/tv/zb/cqcucc.php?id=68$重庆联通组播
CCTV-6电影,http://tvbox6.icu/tv/zb/cqcucc.php?id=6$重庆联通组播
CCTV-7国防军事,http://tvbox6.icu/tv/zb/cqcucc.php?id=7$重庆联通组播
CCTV-8电视剧,http://tvbox6.icu/tv/zb/cqcucc.php?id=8$重庆联通组播
CCTV-9纪录,http://tvbox6.icu/tv/zb/cqcucc.php?id=9$重庆联通组播
CCTV-10科教,http://tvbox6.icu/tv/zb/cqcucc.php?id=10$重庆联通组播
CCTV-11戏曲,http://tvbox6.icu/tv/zb/cqcucc.php?id=11$重庆联通组播
CCTV-12社会与法,http://tvbox6.icu/tv/zb/cqcucc.php?id=12$重庆联通组播
CCTV-13新闻,http://tvbox6.icu/tv/zb/cqcucc.php?id=13$重庆联通组播
CCTV-14少儿,http://tvbox6.icu/tv/zb/cqcucc.php?id=14$重庆联通组播
CCTV-15音乐,http://tvbox6.icu/tv/zb/cqcucc.php?id=15$重庆联通组播
CCTV-17农业农村,http://tvbox6.icu/tv/zb/cqcucc.php?id=16$重庆联通组播



📡卫视V4👉,#genre#

北京卫视,http://tvbox6.icu/tv/ysp.php?id=43$央视频
天津卫视,http://tvbox6.icu/tv/ysp.php?id=45$央视频
河北卫视,http://tvbox6.icu/tv/ysp.php?id=49$央视频
辽宁卫视,http://tvbox6.icu/tv/ysp.php?id=48$央视频
黑龙江卫视,http://tvbox6.icu/tv/ysp.php?id=47$央视频
东方卫视,http://tvbox6.icu/tv/ysp.php?id=44$央视频
江苏卫视,http://tvbox6.icu/tv/ysp.php?id=56$央视频
浙江卫视,http://tvbox6.icu/tv/ysp.php?id=57$央视频
安徽卫视,http://tvbox6.icu/tv/ysp.php?id=51$央视频
东南卫视,http://tvbox6.icu/tv/ysp.php?id=58$央视频
江西卫视,http://tvbox6.icu/tv/ysp.php?id=55$央视频
山东卫视,http://tvbox6.icu/tv/ysp.php?id=50$央视频
河南卫视,http://tvbox6.icu/tv/ysp.php?id=52$央视频
湖北卫视,http://tvbox6.icu/tv/ysp.php?id=53$央视频
湖南卫视,http://tvbox6.icu/tv/ysp.php?id=54$央视频
广东卫视,http://tvbox6.icu/tv/ysp.php?id=59$央视频
广西卫视,http://tvbox6.icu/tv/ysp.php?id=61$央视频
海南卫视,http://tvbox6.icu/tv/ysp.php?id=65$央视频
重庆卫视,http://tvbox6.icu/tv/ysp.php?id=46$央视频
四川卫视,http://tvbox6.icu/tv/ysp.php?id=63$央视频
贵州卫视,http://tvbox6.icu/tv/ysp.php?id=62$央视频
新疆卫视,http://tvbox6.icu/tv/ysp.php?id=64$央视频
深圳卫视,http://tvbox6.icu/tv/ysp.php?id=60$央视频
兵团卫视,http://tvbox6.icu/tv/ysp.php?id=66$央视频

重庆卫视,http://tvbox6.icu/tv/zb/cqcucc.php?id=17$重庆联通组播
湖南卫视,http://tvbox6.icu/tv/zb/cqcucc.php?id=30$重庆联通组播
浙江卫视,http://tvbox6.icu/tv/zb/cqcucc.php?id=31$重庆联通组播
江苏卫视,http://tvbox6.icu/tv/zb/cqcucc.php?id=32$重庆联通组播
东方卫视,http://tvbox6.icu/tv/zb/cqcucc.php?id=33$重庆联通组播
安徽卫视,http://tvbox6.icu/tv/zb/cqcucc.php?id=34$重庆联通组播
贵州卫视,http://tvbox6.icu/tv/zb/cqcucc.php?id=35$重庆联通组播
天津卫视,http://tvbox6.icu/tv/zb/cqcucc.php?id=36$重庆联通组播
辽宁卫视,http://tvbox6.icu/tv/zb/cqcucc.php?id=37$重庆联通组播
河北卫视,http://tvbox6.icu/tv/zb/cqcucc.php?id=38$重庆联通组播
北京卫视,http://tvbox6.icu/tv/zb/cqcucc.php?id=39$重庆联通组播
广东卫视,http://tvbox6.icu/tv/zb/cqcucc.php?id=40$重庆联通组播
黑龙江卫视,http://tvbox6.icu/tv/zb/cqcucc.php?id=41$重庆联通组播
四川卫视,http://tvbox6.icu/tv/zb/cqcucc.php?id=42$重庆联通组播
山西卫视,http://tvbox6.icu/tv/zb/cqcucc.php?id=43$重庆联通组播
江西卫视,http://tvbox6.icu/tv/zb/cqcucc.php?id=44$重庆联通组播
湖北卫视,http://tvbox6.icu/tv/zb/cqcucc.php?id=45$重庆联通组播
湖北卫视,http://tvbox6.icu/tv/zb/cqcucc.php?id=46$重庆联通组播
海南卫视,http://tvbox6.icu/tv/zb/cqcucc.php?id=47$重庆联通组播
海南卫视,http://tvbox6.icu/tv/zb/cqcucc.php?id=48$重庆联通组播
陕西卫视,http://tvbox6.icu/tv/zb/cqcucc.php?id=49$重庆联通组播
东南卫视,http://tvbox6.icu/tv/zb/cqcucc.php?id=50$重庆联通组播
吉林卫视,http://tvbox6.icu/tv/zb/cqcucc.php?id=51$重庆联通组播
深圳卫视,http://tvbox6.icu/tv/zb/cqcucc.php?id=52$重庆联通组播
内蒙古卫视,http://tvbox6.icu/tv/zb/cqcucc.php?id=53$重庆联通组播
山东卫视,http://tvbox6.icu/tv/zb/cqcucc.php?id=54$重庆联通组播
云南卫视,http://tvbox6.icu/tv/zb/cqcucc.php?id=55$重庆联通组播
河南卫视,http://tvbox6.icu/tv/zb/cqcucc.php?id=56$重庆联通组播
广西卫视,http://tvbox6.icu/tv/zb/cqcucc.php?id=57$重庆联通组播
宁夏卫视,http://tvbox6.icu/tv/zb/cqcucc.php?id=58$重庆联通组播
甘肃卫视,http://tvbox6.icu/tv/zb/cqcucc.php?id=59$重庆联通组播
少儿动画,http://tvbox6.icu/tv/zb/cqcucc.php?id=60$重庆联通组播
卡酷动画,http://tvbox6.icu/tv/zb/cqcucc.php?id=61$重庆联通组播
金鹰卡通,http://tvbox6.icu/tv/zb/cqcucc.php?id=62$重庆联通组播
魅力时尚,http://tvbox6.icu/tv/zb/cqcucc.php?id=63$重庆联通组播
青海卫视,http://tvbox6.icu/tv/zb/cqcucc.php?id=64$重庆联通组播
新疆卫视,http://tvbox6.icu/tv/zb/cqcucc.php?id=65$重庆联通组播
西藏卫视,http://tvbox6.icu/tv/zb/cqcucc.php?id=66$重庆联通组播

东方卫视,http://tvbox6.icu/tv/migu.php?id=dfws$咪咕1280
吉林卫视,http://tvbox6.icu/tv/migu.php?id=jlws$咪咕854
青海卫视,http://tvbox6.icu/tv/migu.php?id=qhws$咪咕854
陕西卫视,http://tvbox6.icu/tv/migu.php?id=sxws$咪咕1280
河南卫视,http://tvbox6.icu/tv/migu.php?id=hnws$咪咕854
湖北卫视,http://tvbox6.icu/tv/migu.php?id=hubws$咪咕1280
江西卫视,http://tvbox6.icu/tv/migu.php?id=jxws$咪咕1280
江苏卫视,http://tvbox6.icu/tv/migu.php?id=jsws$咪咕1280
海峡卫视,http://tvbox6.icu/tv/migu.php?id=hxws$咪咕1280
大湾区卫视,http://tvbox6.icu/tv/migu.php?id=dwqws$咪咕854
海南卫视,http://tvbox6.icu/tv/migu.php?id=hinws$咪咕854

📡国际V4👉,#genre#

「韩国」BBS,http://bbstv.clouducs.com:1935/bbstv-live/livestream/chunklist_w1216149699.m3u8
「韩国」EBS1,http://ebsonairios.ebs.co.kr/groundwavefamilypc/familypc1m/playlist.m3u8
「韩国」EBS2,http://ebsonairios.ebs.co.kr/ebs2familypc/familypc1m/playlist.m3u8
「韩国」EBSe,http://ebsonairios.ebs.co.kr/plus3familypc/familypc1m/playlist.m3u8
「韩国」EBS1,http://ebsonairios.ebs.co.kr/ebsutablet500k/tablet500k/playlist.m3u8
「韩国」EBS2,http://ebsonairios.ebs.co.kr/ebs2tablet500k/tablet500k/ebs2tablet500k.index.m3u8
「韩国」EBS1,http://ebsonairios.ebs.co.kr/groundwavetablet500k/tablet500k/playlist.m3u8
「韩国」EBS1,http://ebsonairios.ebs.co.kr/groundwavetablet500k/tablet500k/groundwavetablet500k.m3u8
「韩国」EBSi,http://ebsonairios.ebs.co.kr/plus1tablet500k/tablet500k/plus1tablet500k.index.m3u8
「韩国」EBS+2,http://ebsonairios.ebs.co.kr/plus2tablet500k/tablet500k/plus2tablet500k.index.m3u8
「韩国」EBSe,http://ebsonairios.ebs.co.kr/plus3tablet500k/tablet500k/plus3tablet500k.index.m3u8
「韩国」KBC | SBS,http://119.200.131.11:1935/KBCTV/tv/playlist.m3u8
「韩国」JTBC,https://everylive.space/live/jtbc/livestream.m3u8
「韩国」KCTV,http://119.77.96.184:1935/chn05/chn05/chunklist_w1306745753.m3u8
「韩国」CJB | SBS,http://1.222.207.80:1935/live/cjbtv/playlist.m3u8
「韩国」KBS11,http://142.4.119.231:9080/hls/123456mr.m3u8
「韩国」MBC,http://142.4.119.231:9080/hls/254666359mr.m3u8
「韩国」MBC UHD,http://123.254.72.24:1935/tvlive/livestream2/playlist.m3u8
「韩国」MBC体育,http://211.33.246.4:32954/cj_live/myStream.sdp/chunklist_w517347500.m3u8
「韩国」SBS,http://142.4.119.231:9080/hls/36545983mr.m3u8
「韩国」KBS11,http://142.4.119.231:9080/hls/wkbs1.m3u8
「韩国」NBS,https://media.joycorp.co.kr:4443/live/live_720p/playlist.m3u8
「韩国」TjB | SBS,http://1.245.74.5:1935/live/tv/.m3u8
「韩国」KBS LIVE,http://kbs-dokdo.gscdn.com/dokdo_300/dokdo_300.stream/playlist.m3u8
「韩国」KBS NEWS,http://biaozhun114.com/tv/korea.php?id=31
「韩国」KBS DRAMA,http://biaozhun114.com/tv/korea.php?id=32
「韩国」KBS JOY,http://biaozhun114.com/tv/korea.php?id=33
「韩国」KBS STORY,http://biaozhun114.com/tv/korea.php?id=34
「韩国」KBS LIVE,http://biaozhun114.com/tv/korea.php?id=35
「韩国」KBS KIDS,http://biaozhun114.com/tv/korea.php?id=36
「韩国」KBS WORLD,http://biaozhun114.com/tv/korea.php?id=37
「韩国」CTS,https://d34t5yjz1ooymj.cloudfront.net/out/v1/875039d5eba0478fa8375a06b3aa5a37/index.m3u8
「韩国」Arirang,http://amdlive-ch01.ctnd.com.edgesuite.net/arirang_1ch/smil:arirang_1ch.smil/playlist.m3u8
「韩国」Job plus TV,http://live.worktv.or.kr:1935/live/wowtvlive1.sdp/playlist.m3u8
「韩国」DUBAI ONE,http://dminnvll.cdn.mangomolo.com/dubaione/smil:dubaione.stream.smil/chunklist.m3u8
「韩国」tvN1,https://d2zyqoz1zsj2mq.cloudfront.net/v1/master/3722c60a815c199d9c0ef36c5b73da68a62b09d1/cc-i9yul1lyegl6e-ssai-prd/6d07fe2a_003a_4879_acfc_44e3c3c10f03/hls/playlist.m3u8?
「韩国」tvN2,https://d21dxaer0ypwk1.cloudfront.net/v1/master/3722c60a815c199d9c0ef36c5b73da68a62b09d1/cc-a6m2cy2rylsvo-ssai-prd/54ac8e25_eb5a_4f10_ba20_ffb254f0a16c/hls/playlist.m3u8?ads.device_did=%7BPSID%7D&ads.device_dnt=%7BTARGETOPT%7D&ads.app_domain=%7BAPP_DOMAIN%7D&ads.app_name=%7BAPP_NAME%7D&ads.service_id=KRBC32000261J
「韩国」tvN3,https://d25mdvvpht3395.cloudfront.net/v1/master/3722c60a815c199d9c0ef36c5b73da68a62b09d1/cc-p8ea370fl7r4f-ssai-prd/82f296fd_2916_45b7_b799_525a4226957a/hls/playlist.m3u8?
「韩国」tvN4,http://210.210.155.35/dr9445/h/h20/index.m3u8#http://210.210.155.35:80/dr9445/h/h20/02.m3u8
「韩国」tvN5,https://d2zyqoz1zsj2mq.cloudfront.net/v1/master/3722c60a815c199d9c0ef36c5b73da68a62b09d1/cc-i9yul1lyegl6e-ssai-prd/6d07fe2a_003a_4879_acfc_44e3c3c10f03/hls/playlist.m3u8?「韩国」tvN Movies,https://tvlatina.live:1936/8006/8006/playlist.m3u8
「韩国」tvN Global ,http://210.210.155.37/dr9445/h/h21/index.m3u8
「韩国」tvN asia,https://amg01201-cinedigmenterta-asiancrush-cineverse-x701o.amagi.tv/playlist/amg01201-cinedigmenterta-asiancrush-cineverse/playlist.m3u8

「韩国」tvNBN ,https://cdn.jmvstream.com/w/LVW-8410/LVW8410_uiZOVm6vz1/playlist.m3u8
「韩国」KBS JOY,http://112.157.229.162:9981/stream/channelid/693039828?profile=pass
「韩国」tvN1线,https://everylive.space/live/tvn/livestream.m3u8
「韩国」tvN2线,http://112.157.229.162:9981/stream/channelid/1326932339?profile=pass
「韩国」SBS,http://112.157.229.162:9981/stream/channelid/1600798351?profile=pass
「韩国」KBS2,http://112.157.229.162:9981/stream/channelid/1840309320?profile=pass
「韩国」KBS1,http://112.157.229.162:9981/stream/channelid/1286861762?profile=pass
「韩国」MBC,http://112.157.229.162:9981/stream/channelid/865795619?profile=pass
「韩国」JTBC,http://112.157.229.162:9981/stream/channelid/1423279254?profile=pass
「韩国」ENA플레이,http://112.157.229.162:9981/stream/channelid/1715420222?profile=pass
「韩国」JTBCG&S,http://112.157.229.162:9981/stream/channelid/1638753231?profile=pass
「韩国」맥스포츠,http://112.157.229.162:9981/stream/channelid/739570267?profile=pass
「韩国」실버아이TV,http://112.157.229.162:9981/stream/channelid/200005016?profile=pass
「韩国」채널A,http://112.157.229.162:9981/stream/channelid/943646943?profile=pass
「韩国」MBN,http://112.157.229.162:9981/stream/channelid/1903956646?profile=pass
「韩国」Dramax,http://112.157.229.162:9981/stream/channelid/204530369?profile=pass
「韩国」TV조선,http://112.157.229.162:9981/stream/channelid/1068456989?profile=pass
「韩国」티브이조선2,http://112.157.229.162:9981/stream/channelid/165481420?profile=pass
「韩国」채널A플러스,http://112.157.229.162:9981/stream/channelid/338825350?profile=pass
「韩国」MBN플러스,http://112.157.229.162:9981/stream/channelid/225363886?profile=pass
「韩国」GMTV,http://112.157.229.162:9981/stream/channelid/1729285724?profile=pass
「韩国」KTV,http://112.157.229.162:9981/stream/channelid/630198188?profile=pass
「韩国」국회방송,http://112.157.229.162:9981/stream/channelid/1951012577?profile=pass
「韩国」OUN,http://112.157.229.162:9981/stream/channelid/1856430432?profile=pass
「韩国」지역채널,http://112.157.229.162:9981/stream/channelid/2112048965?profile=pass
「韩国」EBS플러스1,http://112.157.229.162:9981/stream/channelid/1585817402?profile=pass
「韩国」EBS Digital,http://112.157.229.162:9981/stream/channelid/816256588?profile=pass
「韩国」EBS Digital,http://112.157.229.162:9981/stream/channelid/664316059?profile=pass
「韩国」GS SHOP,http://112.157.229.162:9981/stream/channelid/2125410431?profile=pass
「韩国」공영쇼핑,http://112.157.229.162:9981/stream/channelid/582438989?profile=pass
「韩国」현대홈플러스샵,http://112.157.229.162:9981/stream/channelid/1444911683?profile=pass
「韩国」홈&쇼핑,http://112.157.229.162:9981/stream/channelid/192524644?profile=pass
「韩国」NS홈쇼핑,http://112.157.229.162:9981/stream/channelid/825723775?profile=pass
「韩国」CJ온스타일,http://112.157.229.162:9981/stream/channelid/1494437493?profile=pass
「韩国」현대홈쇼핑,http://112.157.229.162:9981/stream/channelid/1960878000?profile=pass
「韩国」롯데홈쇼핑,http://112.157.229.162:9981/stream/channelid/706210415?profile=pass
「韩国」신세계쇼핑,http://112.157.229.162:9981/stream/channelid/1492569308?profile=pass
「韩国」GS MY S,http://112.157.229.162:9981/stream/channelid/627095594?profile=pass
「韩国」W쇼핑,http://112.157.229.162:9981/stream/channelid/2060162956?profile=pass
「韩国」롯데OneTV,http://112.157.229.162:9981/stream/channelid/1501795880?profile=pass
「韩国」kt알파쇼핑,http://112.157.229.162:9981/stream/channelid/1776727867?profile=pass
「韩国」NS샵플러스,http://112.157.229.162:9981/stream/channelid/1467694691?profile=pass
「韩国」CJ온스타일+,http://112.157.229.162:9981/stream/channelid/519227742?profile=pass

「日本」NEWS 24H,https://n24-cdn-live.ntv.co.jp/ch01/index.m3u8#https://n24-cdn-live.ntv.co.jp/ch01/index_high.m3u8
「日本」QVC,http://cdn-live1.qvc.jp/iPhone/800/800.m3u8
「日本」购物频道,http://stream1.shopch.jp/HLS/out1/prog_index.m3u8#http://stream1.shopch.jp/HLS/out2/prog_index.m3u8
「日本」购物频道,http://stream1.shopch.jp/HLS/out3/prog_index.m3u8#http://stream1.shopch.jp/HLS/out4/prog_index.m3u8
「日本」ABCテレビ,http://biaozhun114.com/tv/jp.php?id=1
「日本」BS-TBS,http://biaozhun114.com/tv/jp.php?id=2
「日本」BSアニマックス,http://biaozhun114.com/tv/jp.php?id=3
「日本」BSテレ東,http://biaozhun114.com/tv/jp.php?id=4
「日本」BSフジ,http://biaozhun114.com/tv/jp.php?id=5
「日本」BS日テレ,http://biaozhun114.com/tv/jp.php?id=6
「日本」BS朝日,http://biaozhun114.com/tv/jp.php?id=7
「日本」J,http://biaozhun114.com/tv/jp.php?id=8
「日本」MBS毎日放送,http://biaozhun114.com/tv/jp.php?id=9
「日本」NHK,http://biaozhun114.com/tv/jp.php?id=10
「日本」NHK大阪,http://biaozhun114.com/tv/jp.php?id=11
「日本」TBS,http://biaozhun114.com/tv/jp.php?id=12
「日本」TOKYO,http://biaozhun114.com/tv/jp.php?id=13
「日本」WOWOW,http://biaozhun114.com/tv/jp.php?id=14
「日本」キッズステーション,http://biaozhun114.com/tv/jp.php?id=15
「日本」ゴルフネットワーク,http://biaozhun114.com/tv/jp.php?id=16
「日本」スカイA,http://biaozhun114.com/tv/jp.php?id=17
